"palabra"	"sentimiento"	"lexicon"	"valor"
"erupción"	"negativo"	"bing"	NA
"escalofrío"	"negativo"	"bing"	NA
"escama"	"negativo"	"bing"	NA
"escamoso"	"negativo"	"bing"	NA
"escándalo"	"negativo"	"bing"	NA
"escandaloso"	"negativo"	"bing"	NA
"escapatoria"	"negativo"	"bing"	NA
"escape"	"negativo"	"bing"	NA
"escarnio"	"negativo"	"bing"	NA
"escasez"	"negativo"	"bing"	NA
"escaso"	"negativo"	"bing"	NA
"escénico"	"positivo"	"bing"	NA
"escepticismo"	"negativo"	"bing"	NA
"escéptico"	"negativo"	"bing"	NA
"esclavitud"	"negativo"	"bing"	NA
"esclavizar"	"negativo"	"bing"	NA
"esclavo"	"negativo"	"bing"	NA
"escoria"	"negativo"	"bing"	NA
"escozor"	"negativo"	"bing"	NA
"escuchimizado"	"negativo"	"bing"	NA
"esfuerzos"	"negativo"	"bing"	NA
"espacioso"	"positivo"	"bing"	NA
"espaldarazo"	"positivo"	"bing"	NA
"espantado"	"negativo"	"bing"	NA
"espantosamente"	"negativo"	"bing"	NA
"espantoso"	"negativo"	"bing"	NA
"espectacular"	"positivo"	"bing"	NA
"espectro"	"negativo"	"bing"	NA
"espejismo"	"negativo"	"bing"	NA
"espeluznante"	"negativo"	"bing"	NA
"esperanzado"	"positivo"	"bing"	NA
"espinilla"	"negativo"	"bing"	NA
"espinoso"	"negativo"	"bing"	NA
"espiritual"	"positivo"	"bing"	NA
"espléndido"	"positivo"	"bing"	NA
"esplendor"	"positivo"	"bing"	NA
"esporádico"	"negativo"	"bing"	NA
"espurio"	"negativo"	"bing"	NA
"estabilidad"	"positivo"	"bing"	NA
"estable"	"positivo"	"bing"	NA
"establos"	"negativo"	"bing"	NA
"estacada"	"negativo"	"bing"	NA
"estafador"	"negativo"	"bing"	NA
"estancado"	"negativo"	"bing"	NA
"estancamiento"	"negativo"	"bing"	NA
"estático"	"negativo"	"bing"	NA
"estelar"	"positivo"	"bing"	NA
"estereotipo"	"negativo"	"bing"	NA
"estéril"	"negativo"	"bing"	NA
"estigma"	"negativo"	"bing"	NA
"estímulo"	"positivo"	"bing"	NA
"estirado"	"negativo"	"bing"	NA
"estofado"	"negativo"	"bing"	NA
"estola"	"negativo"	"bing"	NA
"estorbar"	"negativo"	"bing"	NA
"estragos"	"negativo"	"bing"	NA
"estrangulación"	"negativo"	"bing"	NA
"estrangular"	"negativo"	"bing"	NA
"estrecho"	"negativo"	"bing"	NA
"estrés"	"negativo"	"bing"	NA
"estridente"	"negativo"	"bing"	NA
"estropear"	"negativo"	"bing"	NA
"estruendo"	"negativo"	"bing"	NA
"estupendo"	"positivo"	"bing"	NA
"estupidez"	"negativo"	"bing"	NA
"estúpido"	"negativo"	"bing"	NA
"estupor"	"negativo"	"bing"	NA
"eterno"	"positivo"	"bing"	NA
"ético"	"positivo"	"bing"	NA
"evadir"	"negativo"	"bing"	NA
"evasión"	"negativo"	"bing"	NA
"evitar"	"negativo"	"bing"	NA
"exacerbar"	"negativo"	"bing"	NA
"exacto"	"positivo"	"bing"	NA
"exageración"	"negativo"	"bing"	NA
"exagerar"	"negativo"	"bing"	NA
"exaltación"	"positivo"	"bing"	NA
"exaltado"	"positivo"	"bing"	NA
"exaltar"	"positivo"	"bing"	NA
"exasperación"	"negativo"	"bing"	NA
"exceder"	"positivo"	"bing"	NA
"excelencia"	"positivo"	"bing"	NA
"excelente"	"positivo"	"bing"	NA
"excentricidad"	"negativo"	"bing"	NA
"excéntrico"	"negativo"	"bing"	NA
"excepcional"	"positivo"	"bing"	NA
"excesivamente"	"negativo"	"bing"	NA
"excesivo"	"negativo"	"bing"	NA
"excitar"	"positivo"	"bing"	NA
"exclusión"	"negativo"	"bing"	NA
"excusa"	"negativo"	"bing"	NA
"exhortar"	"negativo"	"bing"	NA
"exilio"	"negativo"	"bing"	NA
"éxito"	"positivo"	"bing"	NA
"exitoso"	"positivo"	"bing"	NA
"exorbitante"	"negativo"	"bing"	NA
"expansivo"	"positivo"	"bing"	NA
"experto"	"positivo"	"bing"	NA
"explosión"	"negativo"	"bing"	NA
"explosivo"	"negativo"	"bing"	NA
"explotar"	"negativo"	"bing"	NA
"exprimidor"	"negativo"	"bing"	NA
"expropiación"	"negativo"	"bing"	NA
"expulsar"	"negativo"	"bing"	NA
"exquisitamente"	"positivo"	"bing"	NA
"exquisito"	"positivo"	"bing"	NA
"éxtasis"	"positivo"	"bing"	NA
"extático"	"positivo"	"bing"	NA
"exterminar"	"negativo"	"bing"	NA
"exterminio"	"negativo"	"bing"	NA
"extinguir"	"negativo"	"bing"	NA
"extraño"	"negativo"	"bing"	NA
"extraordinariamente"	"negativo"	"bing"	NA
"extraordinario"	"positivo"	"bing"	NA
"exuberancia"	"positivo"	"bing"	NA
"exuberante"	"positivo"	"bing"	NA
"fabricación"	"negativo"	"bing"	NA
"fabricar"	"negativo"	"bing"	NA
"fácil"	"positivo"	"bing"	NA
"facilidad"	"positivo"	"bing"	NA
"facilitar"	"positivo"	"bing"	NA
"fácilmente"	"positivo"	"bing"	NA
"factible"	"positivo"	"bing"	NA
"faena"	"negativo"	"bing"	NA
"falacia"	"negativo"	"bing"	NA
"falla"	"negativo"	"bing"	NA
"fallecimiento"	"negativo"	"bing"	NA
"falsamente"	"negativo"	"bing"	NA
"falsedad"	"negativo"	"bing"	NA
"falsificar"	"negativo"	"bing"	NA
"falso"	"negativo"	"bing"	NA
"falta"	"negativo"	"bing"	NA
"fama"	"positivo"	"bing"	NA
"famosamente"	"positivo"	"bing"	NA
"famoso"	"positivo"	"bing"	NA
"fanático"	"negativo"	"bing"	NA
"fanatismo"	"negativo"	"bing"	NA
"fanfarria"	"positivo"	"bing"	NA
"fango"	"negativo"	"bing"	NA
"fangoso"	"negativo"	"bing"	NA
"fantasía"	"positivo"	"bing"	NA
"farfulla"	"negativo"	"bing"	NA
"farsa"	"negativo"	"bing"	NA
"fascinación"	"positivo"	"bing"	NA
"fascinante"	"positivo"	"bing"	NA
"fatal"	"negativo"	"bing"	NA
"fatiga"	"negativo"	"bing"	NA
"fatigado"	"negativo"	"bing"	NA
"favorable"	"positivo"	"bing"	NA
"favorecer"	"positivo"	"bing"	NA
"favorito"	"positivo"	"bing"	NA
"fe"	"positivo"	"bing"	NA
"fealdad"	"negativo"	"bing"	NA
"febril"	"negativo"	"bing"	NA
"felicidad"	"positivo"	"bing"	NA
"feliz"	"positivo"	"bing"	NA
"felizmente"	"positivo"	"bing"	NA
"felpa"	"positivo"	"bing"	NA
"feo"	"negativo"	"bing"	NA
"feria"	"positivo"	"bing"	NA
"ferocidad"	"negativo"	"bing"	NA
"feroz"	"negativo"	"bing"	NA
"fértil"	"positivo"	"bing"	NA
"ferviente"	"positivo"	"bing"	NA
"fervor"	"positivo"	"bing"	NA
"festivo"	"positivo"	"bing"	NA
"fiable"	"positivo"	"bing"	NA
"fiasco"	"negativo"	"bing"	NA
"ficción"	"negativo"	"bing"	NA
"ficticio"	"negativo"	"bing"	NA
"fidelidad"	"positivo"	"bing"	NA
"fiebre"	"negativo"	"bing"	NA
"fiel"	"positivo"	"bing"	NA
"fiesta"	"positivo"	"bing"	NA
"fingir"	"negativo"	"bing"	NA
"firme"	"negativo"	"bing"	NA
"flaco"	"negativo"	"bing"	NA
"flagrante"	"negativo"	"bing"	NA
"flexibilidad"	"positivo"	"bing"	NA
"flexible"	"positivo"	"bing"	NA
"flojo"	"negativo"	"bing"	NA
"flor"	"positivo"	"bing"	NA
"floración"	"positivo"	"bing"	NA
"follón"	"negativo"	"bing"	NA
"forastero"	"negativo"	"bing"	NA
"forjado"	"negativo"	"bing"	NA
"formalmente"	"positivo"	"bing"	NA
"formidable"	"positivo"	"bing"	NA
"fornido"	"negativo"	"bing"	NA
"fortaleza"	"positivo"	"bing"	NA
"fortuito"	"positivo"	"bing"	NA
"fortuna"	"positivo"	"bing"	NA
"fracaso"	"negativo"	"bing"	NA
"fractura"	"negativo"	"bing"	NA
"fragante"	"positivo"	"bing"	NA
"frágil"	"negativo"	"bing"	NA
"franqueza"	"positivo"	"bing"	NA
"fraternal"	"positivo"	"bing"	NA
"fraude"	"negativo"	"bing"	NA
"fraudulento"	"negativo"	"bing"	NA
"fregadero"	"negativo"	"bing"	NA
"frenesí"	"negativo"	"bing"	NA
"frenético"	"negativo"	"bing"	NA
"fresco"	"positivo"	"bing"	NA
"fríamente"	"negativo"	"bing"	NA
"fricción"	"negativo"	"bing"	NA
"frígido"	"negativo"	"bing"	NA
"frío"	"negativo"	"bing"	NA
"frotar"	"negativo"	"bing"	NA
"fructífero"	"positivo"	"bing"	NA
"frugal"	"positivo"	"bing"	NA
"frustración"	"negativo"	"bing"	NA
"frustrado"	"negativo"	"bing"	NA
"frustrar"	"negativo"	"bing"	NA
"fuerte"	"negativo"	"bing"	NA
"fuga"	"negativo"	"bing"	NA
"fugaz"	"negativo"	"bing"	NA
"fugitivo"	"negativo"	"bing"	NA
"fumble"	"negativo"	"bing"	NA
"fundir"	"negativo"	"bing"	NA
"furia"	"negativo"	"bing"	NA
"furiosamente"	"negativo"	"bing"	NA
"furioso"	"negativo"	"bing"	NA
"furor"	"negativo"	"bing"	NA
"furtivo"	"negativo"	"bing"	NA
"fútil"	"negativo"	"bing"	NA
"futilidad"	"negativo"	"bing"	NA
"galante"	"positivo"	"bing"	NA
"ganador"	"positivo"	"bing"	NA
"ganadora"	"positivo"	"bing"	NA
"ganancia"	"positivo"	"bing"	NA
"ganando"	"positivo"	"bing"	NA
"ganchos"	"negativo"	"bing"	NA
"ganga"	"positivo"	"bing"	NA
"garantía"	"positivo"	"bing"	NA
"gema"	"positivo"	"bing"	NA
"gemido"	"negativo"	"bing"	NA
"general"	"positivo"	"bing"	NA
"generosidad"	"positivo"	"bing"	NA
"generoso"	"positivo"	"bing"	NA
"genial"	"positivo"	"bing"	NA
"genio"	"negativo"	"bing"	NA
"genuino"	"positivo"	"bing"	NA
"gimoteo"	"negativo"	"bing"	NA
"gloria"	"positivo"	"bing"	NA
"glorificar"	"positivo"	"bing"	NA
"golpe"	"negativo"	"bing"	NA
"goteo"	"negativo"	"bing"	NA
"gracia"	"positivo"	"bing"	NA
"graciosamente"	"positivo"	"bing"	NA
"gracioso"	"positivo"	"bing"	NA
"grandeza"	"positivo"	"bing"	NA
"granizo"	"positivo"	"bing"	NA
"grasa"	"negativo"	"bing"	NA
"grasiento"	"negativo"	"bing"	NA
"graso"	"negativo"	"bing"	NA
"gratitud"	"positivo"	"bing"	NA
"grave"	"negativo"	"bing"	NA
"gravoso"	"negativo"	"bing"	NA
"grieta"	"negativo"	"bing"	NA
"gritar"	"negativo"	"bing"	NA
"grito"	"negativo"	"bing"	NA
"grosería"	"negativo"	"bing"	NA
"grotesco"	"negativo"	"bing"	NA
"grumoso"	"negativo"	"bing"	NA
"gruñido"	"negativo"	"bing"	NA
"gruñón"	"negativo"	"bing"	NA
"guapo"	"positivo"	"bing"	NA
"gueto"	"negativo"	"bing"	NA
"gusto"	"positivo"	"bing"	NA
"hábil"	"positivo"	"bing"	NA
"habilidad"	"positivo"	"bing"	NA
"habilidoso"	"negativo"	"bing"	NA
"habladuría"	"negativo"	"bing"	NA
"habladurías"	"negativo"	"bing"	NA
"hambruna"	"negativo"	"bing"	NA
"harapiento"	"negativo"	"bing"	NA
"hazaña"	"positivo"	"bing"	NA
"hebilla"	"negativo"	"bing"	NA
"hechizado"	"positivo"	"bing"	NA
"hedor"	"negativo"	"bing"	NA
"helada"	"negativo"	"bing"	NA
"hereje"	"negativo"	"bing"	NA
"herejía"	"negativo"	"bing"	NA
"herético"	"negativo"	"bing"	NA
"herida"	"negativo"	"bing"	NA
"hermosa"	"positivo"	"bing"	NA
"héroe"	"positivo"	"bing"	NA
"heroico"	"positivo"	"bing"	NA
"heroína"	"positivo"	"bing"	NA
"herrumbre"	"negativo"	"bing"	NA
"hervir"	"negativo"	"bing"	NA
"heterodoxo"	"negativo"	"bing"	NA
"hiel"	"negativo"	"bing"	NA
"hilarante"	"positivo"	"bing"	NA
"hinchado"	"negativo"	"bing"	NA
"hinchazón"	"negativo"	"bing"	NA
"hipnotizado"	"positivo"	"bing"	NA
"hipnotizar"	"positivo"	"bing"	NA
"hipocresía"	"negativo"	"bing"	NA
"hipócrita"	"negativo"	"bing"	NA
"hiriente"	"negativo"	"bing"	NA
"hirviente"	"negativo"	"bing"	NA
"histeria"	"negativo"	"bing"	NA
"histérico"	"negativo"	"bing"	NA
"homenaje"	"positivo"	"bing"	NA
"honestidad"	"positivo"	"bing"	NA
"honesto"	"positivo"	"bing"	NA
"honor"	"positivo"	"bing"	NA
"honorable"	"positivo"	"bing"	NA
"horda"	"negativo"	"bing"	NA
"hormigueo"	"negativo"	"bing"	NA
"horrendo"	"negativo"	"bing"	NA
"horrible"	"negativo"	"bing"	NA
"horripilante"	"negativo"	"bing"	NA
"horrorizada"	"negativo"	"bing"	NA
"horrorosamente"	"negativo"	"bing"	NA
"hosco"	"negativo"	"bing"	NA
"hostigar"	"negativo"	"bing"	NA
"hostil"	"negativo"	"bing"	NA
"hostilidad"	"negativo"	"bing"	NA
"hostilidades"	"negativo"	"bing"	NA
"hueco"	"negativo"	"bing"	NA
"huelga"	"negativo"	"bing"	NA
"huérfano"	"negativo"	"bing"	NA
"huir"	"negativo"	"bing"	NA
"humano"	"positivo"	"bing"	NA
"húmedo"	"negativo"	"bing"	NA
"humildad"	"positivo"	"bing"	NA
"humilde"	"negativo"	"bing"	NA
"humillación"	"negativo"	"bing"	NA
"humillante"	"negativo"	"bing"	NA
"humillar"	"negativo"	"bing"	NA
"humo"	"negativo"	"bing"	NA
"humor"	"positivo"	"bing"	NA
"humorístico"	"positivo"	"bing"	NA
"hundido"	"negativo"	"bing"	NA
"hundimiento"	"negativo"	"bing"	NA
"idiota"	"negativo"	"bing"	NA
"idiotez"	"negativo"	"bing"	NA
"ídolo"	"positivo"	"bing"	NA
"ignorancia"	"negativo"	"bing"	NA
"ignorante"	"negativo"	"bing"	NA
"ilegal"	"negativo"	"bing"	NA
"ilegalmente"	"negativo"	"bing"	NA
"ilegítimo"	"negativo"	"bing"	NA
"ilícito"	"negativo"	"bing"	NA
"ilimitado"	"positivo"	"bing"	NA
"ilógico"	"negativo"	"bing"	NA
"iluminar"	"positivo"	"bing"	NA
"ilustración"	"positivo"	"bing"	NA
"ilustre"	"positivo"	"bing"	NA
"imaginario"	"negativo"	"bing"	NA
"imaginativo"	"positivo"	"bing"	NA
"imbécil"	"negativo"	"bing"	NA
"impaciencia"	"negativo"	"bing"	NA
"impaciente"	"negativo"	"bing"	NA
"imparcial"	"positivo"	"bing"	NA
"imparcialidad"	"positivo"	"bing"	NA
"impasible"	"negativo"	"bing"	NA
"impecable"	"positivo"	"bing"	NA
"impedimento"	"negativo"	"bing"	NA
"impedir"	"negativo"	"bing"	NA
"imperfección"	"negativo"	"bing"	NA
"imperfectamente"	"negativo"	"bing"	NA
"impersonal"	"negativo"	"bing"	NA
"implacable"	"negativo"	"bing"	NA
"implicación"	"negativo"	"bing"	NA
"implicar"	"negativo"	"bing"	NA
"implorar"	"negativo"	"bing"	NA
"imponente"	"negativo"	"bing"	NA
"imponer"	"negativo"	"bing"	NA
"impopular"	"negativo"	"bing"	NA
"importante"	"positivo"	"bing"	NA
"imposible"	"negativo"	"bing"	NA
"imposición"	"negativo"	"bing"	NA
"impostor"	"negativo"	"bing"	NA
"impotencia"	"negativo"	"bing"	NA
"impotente"	"negativo"	"bing"	NA
"impresionar"	"positivo"	"bing"	NA
"imprevisible"	"negativo"	"bing"	NA
"imprevisto"	"negativo"	"bing"	NA
"improbable"	"negativo"	"bing"	NA
"improductivo"	"negativo"	"bing"	NA
"impropiedad"	"negativo"	"bing"	NA
"imprudencia"	"negativo"	"bing"	NA
"imprudente"	"negativo"	"bing"	NA
"impunidad"	"negativo"	"bing"	NA
"impureza"	"negativo"	"bing"	NA
"impuro"	"negativo"	"bing"	NA
"inaceptable"	"negativo"	"bing"	NA
"inactivo"	"negativo"	"bing"	NA
"inadmisible"	"negativo"	"bing"	NA
"inadvertido"	"negativo"	"bing"	NA
"inaguantable"	"negativo"	"bing"	NA
"inamovible"	"negativo"	"bing"	NA
"inane"	"negativo"	"bing"	NA
"inanición"	"negativo"	"bing"	NA
"inapropiado"	"negativo"	"bing"	NA
"inaudible"	"negativo"	"bing"	NA
"incapacidad"	"negativo"	"bing"	NA
"incapaz"	"negativo"	"bing"	NA
"incauto"	"negativo"	"bing"	NA
"incendiario"	"negativo"	"bing"	NA
"incesante"	"negativo"	"bing"	NA
"incesantemente"	"negativo"	"bing"	NA
"incienso"	"negativo"	"bing"	NA
"incierto"	"negativo"	"bing"	NA
"incitación"	"negativo"	"bing"	NA
"incitar"	"negativo"	"bing"	NA
"inclemente"	"negativo"	"bing"	NA
"incoherente"	"negativo"	"bing"	NA
"incómodo"	"negativo"	"bing"	NA
"incompatible"	"negativo"	"bing"	NA
"incompetencia"	"negativo"	"bing"	NA
"incompetente"	"negativo"	"bing"	NA
"incompleto"	"negativo"	"bing"	NA
"incomprensible"	"negativo"	"bing"	NA
"inconcebible"	"negativo"	"bing"	NA
"inconcluso"	"negativo"	"bing"	NA
"incongruente"	"negativo"	"bing"	NA
"inconsecuencia"	"negativo"	"bing"	NA
"inconsecuente"	"negativo"	"bing"	NA
"inconstitucional"	"negativo"	"bing"	NA
"inconveniente"	"negativo"	"bing"	NA
"incorrecto"	"negativo"	"bing"	NA
"incredulidad"	"negativo"	"bing"	NA
"incrédulo"	"negativo"	"bing"	NA
"increíble"	"negativo"	"bing"	NA
"increíblemente"	"positivo"	"bing"	NA
"incuestionable"	"positivo"	"bing"	NA
"incuestionablemente"	"positivo"	"bing"	NA
"incumplida"	"negativo"	"bing"	NA
"incumplimiento"	"negativo"	"bing"	NA
"indebido"	"negativo"	"bing"	NA
"indecencia"	"negativo"	"bing"	NA
"indecente"	"negativo"	"bing"	NA
"indecible"	"negativo"	"bing"	NA
"indecisión"	"negativo"	"bing"	NA
"indeciso"	"negativo"	"bing"	NA
"indefendible"	"negativo"	"bing"	NA
"indefinido"	"negativo"	"bing"	NA
"indeseable"	"negativo"	"bing"	NA
"indeterminado"	"negativo"	"bing"	NA
"indiferencia"	"negativo"	"bing"	NA
"indiferente"	"negativo"	"bing"	NA
"indigente"	"negativo"	"bing"	NA
"indignación"	"negativo"	"bing"	NA
"indignado"	"negativo"	"bing"	NA
"indignante"	"negativo"	"bing"	NA
"indiscutible"	"positivo"	"bing"	NA
"indispuesto"	"negativo"	"bing"	NA
"indistinguible"	"negativo"	"bing"	NA
"indolente"	"negativo"	"bing"	NA
"indudable"	"positivo"	"bing"	NA
"indulgencia"	"positivo"	"bing"	NA
"indulgente"	"positivo"	"bing"	NA
"indulto"	"positivo"	"bing"	NA
"industrioso"	"positivo"	"bing"	NA
"ineficacia"	"negativo"	"bing"	NA
"ineficaz"	"negativo"	"bing"	NA
"ineficiente"	"negativo"	"bing"	NA
"inelegible"	"negativo"	"bing"	NA
"ineptitud"	"negativo"	"bing"	NA
"inepto"	"negativo"	"bing"	NA
"inequívocamente"	"positivo"	"bing"	NA
"inequívoco"	"positivo"	"bing"	NA
"inesperadamente"	"negativo"	"bing"	NA
"inesperado"	"negativo"	"bing"	NA
"inestabilidad"	"negativo"	"bing"	NA
"inestable"	"negativo"	"bing"	NA
"inestimable"	"positivo"	"bing"	NA
"inevitable"	"negativo"	"bing"	NA
"inexacto"	"negativo"	"bing"	NA
"inexcusable"	"negativo"	"bing"	NA
"inexistente"	"negativo"	"bing"	NA
"inexperiencia"	"negativo"	"bing"	NA
"inexperto"	"negativo"	"bing"	NA
"inexplicable"	"negativo"	"bing"	NA
"infalibilidad"	"positivo"	"bing"	NA
"infalible"	"positivo"	"bing"	NA
"infame"	"negativo"	"bing"	NA
"infamia"	"negativo"	"bing"	NA
"infección"	"negativo"	"bing"	NA
"infelicidad"	"negativo"	"bing"	NA
"infeliz"	"negativo"	"bing"	NA
"inferior"	"negativo"	"bing"	NA
"inferioridad"	"negativo"	"bing"	NA
"infiel"	"negativo"	"bing"	NA
"infierno"	"negativo"	"bing"	NA
"inflado"	"negativo"	"bing"	NA
"inflamación"	"negativo"	"bing"	NA
"inflexible"	"negativo"	"bing"	NA
"infligir"	"negativo"	"bing"	NA
"influyente"	"positivo"	"bing"	NA
"infortunio"	"negativo"	"bing"	NA
"infracción"	"negativo"	"bing"	NA
"infringir"	"negativo"	"bing"	NA
"infructuoso"	"negativo"	"bing"	NA
"infundado"	"negativo"	"bing"	NA
"ingenio"	"positivo"	"bing"	NA
"ingenioso"	"positivo"	"bing"	NA
"ingenuo"	"negativo"	"bing"	NA
"inhabilitar"	"negativo"	"bing"	NA
"inhibición"	"negativo"	"bing"	NA
"inhibir"	"negativo"	"bing"	NA
"inhóspito"	"negativo"	"bing"	NA
"inhumanidad"	"negativo"	"bing"	NA
"inhumano"	"negativo"	"bing"	NA
"inimaginable"	"negativo"	"bing"	NA
"ininteligible"	"negativo"	"bing"	NA
"iniquidad"	"negativo"	"bing"	NA
"injusticia"	"negativo"	"bing"	NA
"injustificable"	"negativo"	"bing"	NA
"injustificado"	"negativo"	"bing"	NA
"injusto"	"negativo"	"bing"	NA
"inmaculado"	"positivo"	"bing"	NA
"inmaduro"	"negativo"	"bing"	NA
"inmaterial"	"negativo"	"bing"	NA
"inmenso"	"positivo"	"bing"	NA
"inminente"	"negativo"	"bing"	NA
"inmoral"	"negativo"	"bing"	NA
"inmoralidad"	"negativo"	"bing"	NA
"inmóvil"	"negativo"	"bing"	NA
"inmundicia"	"negativo"	"bing"	NA
"inmundo"	"negativo"	"bing"	NA
"innecesario"	"negativo"	"bing"	NA
"innovación"	"positivo"	"bing"	NA
"inocuo"	"positivo"	"bing"	NA
"inoportuno"	"negativo"	"bing"	NA
"inoxidable"	"positivo"	"bing"	NA
"inquebrantable"	"positivo"	"bing"	NA
"inquieto"	"negativo"	"bing"	NA
"inquietud"	"negativo"	"bing"	NA
"insalubre"	"negativo"	"bing"	NA
"insatisfacción"	"negativo"	"bing"	NA
"insatisfactorio"	"negativo"	"bing"	NA
"insatisfecho"	"negativo"	"bing"	NA
"inseguridad"	"negativo"	"bing"	NA
"inseguro"	"negativo"	"bing"	NA
"insidioso"	"negativo"	"bing"	NA
"insignificancia"	"negativo"	"bing"	NA
"insignificante"	"negativo"	"bing"	NA
"insinuación"	"negativo"	"bing"	NA
"insolente"	"negativo"	"bing"	NA
"insólito"	"negativo"	"bing"	NA
"insolvente"	"negativo"	"bing"	NA
"insostenible"	"negativo"	"bing"	NA
"inspiración"	"positivo"	"bing"	NA
"inspirar"	"positivo"	"bing"	NA
"instigar"	"negativo"	"bing"	NA
"instructivo"	"positivo"	"bing"	NA
"instrumental"	"positivo"	"bing"	NA
"insuficiencia"	"negativo"	"bing"	NA
"insuficiente"	"negativo"	"bing"	NA
"insuficientemente"	"negativo"	"bing"	NA
"insular"	"negativo"	"bing"	NA
"insultante"	"negativo"	"bing"	NA
"insulto"	"negativo"	"bing"	NA
"insuperable"	"negativo"	"bing"	NA
"insurrección"	"negativo"	"bing"	NA
"integral"	"positivo"	"bing"	NA
"inteligencia"	"positivo"	"bing"	NA
"inteligente"	"positivo"	"bing"	NA
"inteligible"	"positivo"	"bing"	NA
"intenso"	"negativo"	"bing"	NA
"interesante"	"positivo"	"bing"	NA
"interferencia"	"negativo"	"bing"	NA
"intermitente"	"negativo"	"bing"	NA
"interrumpir"	"negativo"	"bing"	NA
"interrupción"	"negativo"	"bing"	NA
"intimidación"	"negativo"	"bing"	NA
"intimidad"	"positivo"	"bing"	NA
"intimidar"	"negativo"	"bing"	NA
"íntimo"	"positivo"	"bing"	NA
"intolerable"	"negativo"	"bing"	NA
"intolerancia"	"negativo"	"bing"	NA
"intransigente"	"negativo"	"bing"	NA
"intratable"	"negativo"	"bing"	NA
"intriga"	"positivo"	"bing"	NA
"intrigante"	"positivo"	"bing"	NA
"intrincado"	"positivo"	"bing"	NA
"intrusión"	"negativo"	"bing"	NA
"intruso"	"negativo"	"bing"	NA
"intuitivo"	"positivo"	"bing"	NA
"inundado"	"negativo"	"bing"	NA
"inútil"	"negativo"	"bing"	NA
"invalidar"	"negativo"	"bing"	NA
"invalidez"	"negativo"	"bing"	NA
"inválido"	"negativo"	"bing"	NA
"invasión"	"negativo"	"bing"	NA
"invasor"	"negativo"	"bing"	NA
"invencible"	"positivo"	"bing"	NA
"inventivo"	"positivo"	"bing"	NA
"invisible"	"negativo"	"bing"	NA
"involuntario"	"negativo"	"bing"	NA
"ira"	"negativo"	"bing"	NA
"ironía"	"negativo"	"bing"	NA
"irónico"	"negativo"	"bing"	NA
"irracional"	"negativo"	"bing"	NA
"irracionalidad"	"negativo"	"bing"	NA
"irreal"	"positivo"	"bing"	NA
"irreconciliable"	"negativo"	"bing"	NA
"irreflexivo"	"negativo"	"bing"	NA
"irregular"	"negativo"	"bing"	NA
"irregularidad"	"negativo"	"bing"	NA
"irrelevante"	"negativo"	"bing"	NA
"irreparable"	"negativo"	"bing"	NA
"irreprimible"	"negativo"	"bing"	NA
"irresistible"	"positivo"	"bing"	NA
"irresoluto"	"negativo"	"bing"	NA
"irrespetuoso"	"negativo"	"bing"	NA
"irresponsable"	"negativo"	"bing"	NA
"irrestricto"	"positivo"	"bing"	NA
"irreversible"	"negativo"	"bing"	NA
"irritable"	"negativo"	"bing"	NA
"irritación"	"negativo"	"bing"	NA
"irritante"	"negativo"	"bing"	NA
"jabonoso"	"negativo"	"bing"	NA
"jadear"	"negativo"	"bing"	NA
"jamelgo"	"negativo"	"bing"	NA
"jovial"	"positivo"	"bing"	NA
"júbilo"	"positivo"	"bing"	NA
"jubiloso"	"positivo"	"bing"	NA
"juguetón"	"positivo"	"bing"	NA
"juicioso"	"positivo"	"bing"	NA
"justo"	"positivo"	"bing"	NA
"ladrón"	"negativo"	"bing"	NA
"lamentable"	"negativo"	"bing"	NA
"lamentar"	"negativo"	"bing"	NA
"lamento"	"negativo"	"bing"	NA
"languidecer"	"negativo"	"bing"	NA
"lánguido"	"negativo"	"bing"	NA
"lapso"	"negativo"	"bing"	NA
"largo"	"negativo"	"bing"	NA
"larguirucho"	"negativo"	"bing"	NA
"lascivo"	"negativo"	"bing"	NA
"lástima"	"negativo"	"bing"	NA
"lastimando"	"negativo"	"bing"	NA
"latente"	"negativo"	"bing"	NA
"latido"	"negativo"	"bing"	NA
"leal"	"positivo"	"bing"	NA
"lealtad"	"positivo"	"bing"	NA
"legal"	"positivo"	"bing"	NA
"legendario"	"positivo"	"bing"	NA
"legítimo"	"positivo"	"bing"	NA
"lento"	"negativo"	"bing"	NA
"lesión"	"negativo"	"bing"	NA
"lesionar"	"negativo"	"bing"	NA
"letal"	"negativo"	"bing"	NA
"letárgico"	"negativo"	"bing"	NA
"letargo"	"negativo"	"bing"	NA
"levantamiento"	"negativo"	"bing"	NA
"liberación"	"positivo"	"bing"	NA
"liberar"	"positivo"	"bing"	NA
"libertad"	"positivo"	"bing"	NA
"libertinaje"	"negativo"	"bing"	NA
"líder"	"positivo"	"bing"	NA
"limitación"	"negativo"	"bing"	NA
"limitado"	"negativo"	"bing"	NA
"límite"	"negativo"	"bing"	NA
"limo"	"negativo"	"bing"	NA
"limón"	"negativo"	"bing"	NA
"limpiamente"	"positivo"	"bing"	NA
"limpieza"	"positivo"	"bing"	NA
"limpio"	"positivo"	"bing"	NA
"lindo"	"positivo"	"bing"	NA
"lío"	"negativo"	"bing"	NA
"lírico"	"positivo"	"bing"	NA
"lisiado"	"negativo"	"bing"	NA
"lisiar"	"negativo"	"bing"	NA
"lisonjero"	"positivo"	"bing"	NA
